,id,description,title,repin_count
408,188658671887680062,"If you want to update your space to make it perfectly cozy and perfectly chic for the holiday season, ask Brenna Gilbert, the CEO & Founder of Festive & Co, a lifestyle brand that is dedicated to celebrating moments big and small. Stylish barware, elevated throws, kitschy decorations—discover must-haves that will impress you and your guests!",Home For The Holidays,10
409,188658671887675578,"It wouldn't be a BAZAAR Gift Guide without SHOP BAZAAR's incredible exclusives. For 2023, our editors collaborated once again with the buzziest brands and most coveted labels for an exclusive edit of beyond-incredible finds. Mesmerizing jewelry, handcrafted leatherworks, quirky home décor—'tis the season to give and to get.",SHOP BAZAAR EXCLUSIVES,14
410,188658671887672809,"Make a bold statement this season with a stunning red wool coat. It's the perfect addition to your fall street style game, giving you a fierce edge wherever you go!",Statement Coats:,10
411,188658671887672808,This coat has got 'wild and trendy' written all over it!,Shop Printed Furs:,10
412,188658671887672807,Embrace the cooler temps with these cropped bomber jackets!,Shop Bomber Jackets:,1
413,188658671887672701,"The best in beauty and skincare essentials are coming straight to your inbox with our curated edit of beloved brands and fresh products. From gifting ideas and holiday makeup to effective tools, we’ve got you covered!",Beauty New Arrivals,11
414,188658671887667957,"If you want the crème de la crème of gift picks, ask Harper’s BAZAAR Accessories Director Miguel Enamorado. From luxurious fragrances that leave an everlasting impression to modern classic staples like bomber jackets and tie-dye cardigans, you’ll want to keep these ideas for yourself.",Editors Picks,31
415,188658671887664109,"As we welcome another month, prepare for the upcoming celebrations, and countdown to the New Year, our cover serves as the ultimate reminder that more is more and nothing beats exceptional quality. Classic shapes, stunning designs, luxe materials—shop the season’s best!",Shop The November Issue,1
416,188658671887660322,"Carolina K has been committed to creating sustainably made products while supporting artisans across Latin America. Discover beautifully handmade dresses, quilted coats, printed blouses, and more special must-haves.",Shop Carolina K,6
417,188658671887655912,"Inspired by the women in her family, Undra Celeste started her namesake label to empower and encourage women to take up space. Her interpretation of modern workwear is bold, fun, and makes dressing up for the office and the weekend one and the same. The tribal dot is a brand signature, as are the incredibly soft yarns and flattering fits.",Undra Cleste,0
418,188658671887651018,From long to short styles you'll find the perfect trench for Fall!,Get A Head Start And Shop Statement Trench Coats:,7
419,188658671887651017,You can't go wrong with a staple pair of denim jeans to elevate any look this fall.,Shop The Perfect New Fall Denim:,18
420,188658671887650735,"It's officially party season! Become the best dressed everything with our collection of unforgettable dresses, head-turning shoes, glittering bags, chic hair accessories, and more. There's something for everyone, so whether you're more minimal or full-blast glam, you'll find the perfect pieces!",Holiday Dressing,13
421,47639708551448030, ,Next Chapter,0
427,47639708551448016,An elegant and lightweight coupette cocktail glass from BOBO. Volume: 17 cl Rim thick(thin)ness: 0.4-0.8 mm Height: 14 cm Weight: Approximately 50 g,Boobette cocktail glass from BOBO,0
429,47639708551443505,"An inspiring typographic poster with the quote ""Don't call it a dream. Call it a plan."" in yellow capital letters. Get into action and fulfil your dream!  The poster has a printed white margin that frames the design.","Call It a Plan Poster (8.3"" x 11.8"")",1
432,47639708551443466, ,Womanv3,0
433,47639708551443433, ,Just do it,0
442,47639708551430897, ,Focus Poster (21x30 cm - 8 ¼ x 11 ¾ in),0
451,91620173664412142,"Modern garden vibes made this Maui wedding one for the books! With all-white fashion and adorable details to match the breathtaking venue's natural features, this wedding was sheer perfection! See the link in our bio for an even deeper look!",https://www.stylemepretty.com/2023/12/29/a-maui-destination-wedding-with-modern-garden-vibes/,0
452,91620173664412141,"Modern garden vibes made this Maui wedding one for the books! With all-white fashion and adorable details to match the breathtaking venue's natural features, this wedding was sheer perfection! See the link in our bio for an even deeper look!",https://www.stylemepretty.com/2023/12/29/a-maui-destination-wedding-with-modern-garden-vibes/,2
453,91620173664412137,"Modern garden vibes made this Maui wedding one for the books! With all-white fashion and adorable details to match the breathtaking venue's natural features, this wedding was sheer perfection! See the link in our bio for an even deeper look!",https://www.stylemepretty.com/2023/12/29/a-maui-destination-wedding-with-modern-garden-vibes/,1
454,91620173664412136,"Modern garden vibes made this Maui wedding one for the books! With all-white fashion and adorable details to match the breathtaking venue's natural features, this wedding was sheer perfection! See the link in our bio for an even deeper look!",https://www.stylemepretty.com/2023/12/29/a-maui-destination-wedding-with-modern-garden-vibes/,2
455,91620173664412131,"Modern garden vibes made this Maui wedding one for the books! With all-white fashion and adorable details to match the breathtaking venue's natural features, this wedding was sheer perfection! See the link in our bio for an even deeper look!",https://www.stylemepretty.com/2023/12/29/a-maui-destination-wedding-with-modern-garden-vibes/,1
456,91620173664412130,"Modern garden vibes made this Maui wedding one for the books! With all-white fashion and adorable details to match the breathtaking venue's natural features, this wedding was sheer perfection! See the link in our bio for an even deeper look!",https://www.stylemepretty.com/2023/12/29/a-maui-destination-wedding-with-modern-garden-vibes/,2
457,91620173664412126,"Modern garden vibes made this Maui wedding one for the books! With all-white fashion and adorable details to match the breathtaking venue's natural features, this wedding was sheer perfection! See the link in our bio for an even deeper look!",https://www.stylemepretty.com/2023/12/29/a-maui-destination-wedding-with-modern-garden-vibes/,4
458,91620173664412125,"Modern garden vibes made this Maui wedding one for the books! With all-white fashion and adorable details to match the breathtaking venue's natural features, this wedding was sheer perfection! See the link in our bio for an even deeper look!",https://www.stylemepretty.com/2023/12/29/a-maui-destination-wedding-with-modern-garden-vibes/,8
459,91620173664412121,"Modern garden vibes made this Maui wedding one for the books! With all-white fashion and adorable details to match the breathtaking venue's natural features, this wedding was sheer perfection! See the link in our bio for an even deeper look!",https://www.stylemepretty.com/2023/12/29/a-maui-destination-wedding-with-modern-garden-vibes/,4
460,91620173664412107,"Modern garden vibes made this Maui wedding one for the books! With all-white fashion and adorable details to match the breathtaking venue's natural features, this wedding was sheer perfection! See the link in our bio for an even deeper look!",https://www.stylemepretty.com/2023/12/29/a-maui-destination-wedding-with-modern-garden-vibes/,1
461,91620173664412005,This Los Angeles wedding is the blueprint for blending old world charm with modern whimsy! What detail stands out to you the most? See the link in our bio for an even deeper look!,The Blueprint for Blending Old World Charm With Modern Whimsy at Vibiana in LA,2
462,91620173664412003,This Los Angeles wedding is the blueprint for blending old world charm with modern whimsy! What detail stands out to you the most? See the link in our bio for an even deeper look!,The Blueprint for Blending Old World Charm With Modern Whimsy at Vibiana in LA,1
463,91620173664412002,This Los Angeles wedding is the blueprint for blending old world charm with modern whimsy! What detail stands out to you the most? See the link in our bio for an even deeper look!,The Blueprint for Blending Old World Charm With Modern Whimsy at Vibiana in LA,2
464,91620173664412000,This Los Angeles wedding is the blueprint for blending old world charm with modern whimsy! What detail stands out to you the most? See the link in our bio for an even deeper look!,The Blueprint for Blending Old World Charm With Modern Whimsy at Vibiana in LA,0
465,91620173664411990,This Los Angeles wedding is the blueprint for blending old world charm with modern whimsy! What detail stands out to you the most? See the link in our bio for an even deeper look!,The Blueprint for Blending Old World Charm With Modern Whimsy at Vibiana in LA,1
466,91620173664411982,"This stunning coastal California soiree blended beautiful hues of orange, blue, and green, resulting in an unforgettable palette for an equally unforgettable wedding! See the link in our bio for the full gallery!",California Sunshine Coastal Soiree With Bright Bursts Of Orange,0
